User,Text,Alegria,Raiva,Tristeza,Medo,Nojo,Surpresa,Neutro,Foi Dificil,Facil,Nenhum nem Outro
avaliador_1," aí o problema é só ""o governo"" ou também a ""privada"" que se conluia? ",False,False,False,False,True,False,False,False,True,False
avaliador_1, Está na descrição do MV de Hi High e na página oficial do LOONA no Facebook! ,False,False,False,False,False,False,True,False,True,False
avaliador_1,Tenho saudades de ver as minhas séries ,False,False,True,False,False,False,False,False,True,False
avaliador_1," Grande moca que tu és juro, tás sempre pronto para dizer merda, saudades das caminhadas que fazíamos para a escola com o Gordo e obrigada por todas as agressões q me fazias nas escolíadas ",False,False,False,False,True,False,False,False,True,False
avaliador_1," Muito cuidadores da natureza, sim ",False,False,False,False,False,False,True,False,True,False
avaliador_1, Não disseste com as mesmas palavras kkk mas eu assumi logo isso porque sou bue inteligente ,True,False,False,False,False,False,False,False,True,False
avaliador_1," AAAA QUE AMOR! Ficamos super felizes em receber esse tipo de mensagem, muito obrigada mesmo pelo apoio anjinho, você merece um mundo de coisas boas  Boa sorte no sorteio! ",True,False,False,False,False,False,False,False,True,False
avaliador_1,"""Vou começar a ser ignorante com você e aí você vai ver"" Hm ""Em depois quero sua ajuda"" Pede para sua ignorância ",False,True,False,False,False,False,False,False,True,False
avaliador_1,"Caralho, perdi minha luvinha de andar de moto que comprei ontem  Que merda",False,False,True,False,False,False,False,False,True,False
avaliador_1," eai Vitão, firmeza man? Cara, vi que tu curte um dotinha então acho que você iria gostar do nosso conteúdo!! Da um conferida no nosso canal, é o ! ",False,False,False,False,False,False,True,False,True,False
avaliador_1,"  Beto Carrero é a Disney do pobre P Mas ainda assim, um super parque. Vale muito a visita.",True,False,False,False,False,False,False,False,True,False
avaliador_1, Aaaaaaaah eu preciso e vou ler em breve !!!!! ,True,False,False,False,False,False,False,False,True,False
avaliador_1,"Smp fui do papo de q depende do famigerado ""timing"" p dar certo com alguém. Hj eu afirmo com td ctz q qnd os dois querem, n existe timing errado  não foi timing, foi falta de reciprocidade msm, vamo aprender a viver com isso",False,False,False,False,False,False,True,False,True,False
avaliador_1,"Vc é bonitimmm demais, scrr — ô anonimo obrigado pelo elogio, mas queria saber demais quem é!!  ",False,False,False,False,False,True,False,False,False,True
avaliador_1,"Tão raro que devia ser ""tombado""!  ",True,False,False,False,False,False,False,False,True,False
avaliador_1,Eu sou Shawn Mendes com o plus de que se o cara não começa a namorar ele se assume gay  ,False,False,False,False,False,False,True,False,False,True
avaliador_1,"casal que usa gucci  casal que tem ""loved"" estampado nas roupas  e eu nem preciso falar do novo anel do harry  ",False,False,False,False,True,False,False,False,True,False
avaliador_1," Há um lado em mim que agora desejava que até tivesse sido, mas não vou detalhar nem porquê. p",False,False,True,False,False,False,False,False,True,False
avaliador_1,"esse pessoal de goio é foda, um desmerecendo a escola do outro, não é hora de briga galerinha, é hora de união, se não daqui uns dias nem escola vai ter mais com tanto sucateamento da educação ",False,False,True,False,False,False,False,False,True,False
avaliador_1,  Vamos acordar isso aí com trocadilho ,False,False,False,False,False,False,True,False,True,False
avaliador_1,muito preocupada aqui pensando no meu ingresso para o show do bts sem nenhum real no bolso e sem previsão deles virem ,False,False,True,False,False,False,False,False,True,False
avaliador_1,mas depois de um tempo consegui me comunicar  e o carinha falo que onde ele é do canada é muito frio e que em sp tava quente pra ele e eu ] uuu okay,False,False,False,False,False,False,True,False,True,False
avaliador_1,Adoro a sensação de estar certo ,True,False,False,False,False,False,False,False,True,False
avaliador_1, Voces nem deviam de andar de comboio!!! Qnd quiseres ,False,True,False,False,False,False,False,False,True,False
avaliador_1,Mas vou te procurar — Aguardo  ,False,False,False,False,True,False,False,False,True,False
avaliador_1,"criei esse form pra ter uma ideia do que as pessoas esperam de um curso de metodos numericos em python com as  . se puder preencher e espalhar a palavra com um rt, agradeço  ",False,False,False,False,False,False,True,False,True,False
avaliador_1," Parabéns, Mafi. Dá um beijão à Maria Inês ",False,False,False,False,False,False,True,False,True,False
avaliador_1, sou aquele q teu amigo q estendeu as mãos quando todos te viraram as costas ,False,False,True,False,False,False,False,True,False,False
avaliador_1,to vendo superman e batman em desenho animado tava com sdds de ver desenhos animados ,True,False,False,False,False,False,False,False,True,False
avaliador_1,Aí bom saber q eu no bem  — É oq? kk ,False,False,False,False,False,True,False,False,True,False
avaliador_1,Oi você é muito linda — oi ai que isso brigada  ,False,False,False,False,False,True,False,False,True,False
avaliador_1,o serviço de chat do cvv é uma bosta ,False,True,False,False,False,False,False,False,True,False
avaliador_1,Até neste video ele continua fofinho  ,True,False,False,False,False,False,False,False,True,False
avaliador_1,meu final de semana começa em uma hora ,True,False,False,False,False,False,False,False,True,False
avaliador_1,Vou fazer uma cápsula do temo e vou abrir la da qui ha um ano ,True,False,False,False,False,False,False,False,True,False
avaliador_1, Obrigada Bruno  conta comigo!,False,False,False,False,False,False,True,False,True,False
avaliador_1,Kkk olhei de repente e achei que tinhas bigode  ,False,False,False,False,False,True,False,False,False,True
avaliador_1, a culpa é do Rodrigo! Ahahahaha mas eh soh por uma semaninha ,True,False,False,False,False,False,False,False,False,True
avaliador_1," Fofinha, há apps para pôr direito a linha do horizonte ",False,False,False,False,False,False,True,False,True,False
avaliador_1,        Acabou de arrumar um seguidorzinho ,False,False,False,False,False,False,True,False,True,False
avaliador_1,"Daí você ama planta e comida, vai visitar sua amiga e a mãe dela te dá um pedaço de bolo bem grandão e um pezinho de morango  Caralho eu amo a mãe da Idaiane ",True,False,False,False,False,False,False,False,True,False
avaliador_1,Vai fzr facul em sp? — tudo indica que sim  ,False,False,False,False,False,False,True,False,True,False
avaliador_1," Nop, esta vida alimentame em todos os sentidos  AHAHAHAH oh Castro o meu teclado é que não sabe o que escrevee ",False,False,False,False,False,False,True,True,False,False
avaliador_1,e ontem que eu passei por um churrasco e falei com a minha mãe que tinha batido a maior vontade de comer carne ai hoje o almoço será churras ,False,False,False,False,False,False,True,False,True,False
avaliador_1," O fato de não existir nenhum até pelo menos o ano que vem, o que me garante pelo menos 6 meses de descanso do Magic. ",False,False,False,False,False,False,True,False,True,False
avaliador_1,Vou postar no canal na semana que vem! Fiquem de olho!  ,False,False,False,False,False,False,True,False,True,False
avaliador_1, YEEEEE BOIIII depois no discord obrigote mesmo a ouvir ,False,False,False,False,False,False,True,False,True,False
avaliador_1,"aí rapeizz! só pra avisar que dia 0709 feriado tem show do CHINATOWN, Tg da Inestan e PH da Serra lá no MdpHall, na zona oeste! só cola geral ",False,False,False,False,False,False,True,False,True,False
avaliador_1,Alckimin acaba de dizer que Ciro vai pagar a dívida. Até ele sabe que é Ciro presidente ,True,False,False,False,False,False,False,False,False,True
avaliador_1,Pareces ser muito porreira embora um pouco tímida  Férias no Gerês Alguns não têm tt ,False,False,False,False,False,False,True,True,False,False
avaliador_1, Só depois de meianoite e só quando eu fizer um tweet falando q já pode ,False,False,False,False,False,False,True,False,True,False
avaliador_1,"  po meu mano a vida é assim, , mas sempre temq lembrar q existe vasilina ",False,False,False,False,True,False,False,True,False,False
avaliador_1,ficou da hora o nosso layout para o FIFA 19 hein?  ,True,False,False,False,False,False,False,False,True,False
avaliador_1,mais um domingo normal no qual minha avó acaba com minha autoestima ,False,False,True,False,False,False,False,False,True,False
avaliador_1,Frases do Filme Para Todos os Garotos que Já Amei  ,False,False,False,False,False,False,True,False,True,False
avaliador_1," Hahaha aquela carinha de ""Tudo "" Eu so queria que a Blizz trabalhasse o cabelo em chapéu. Unica coisa que me incomoda. ",False,False,False,False,True,False,False,False,False,True
avaliador_1,Carpe diem é latim mas Tudo como deve ser™ é atemporal ! p,False,False,False,False,False,False,True,False,False,True
avaliador_1," Eu peguei na biblioteca da Viacredi! De graca  se tu for cooperado, tens este direito.",False,False,False,False,False,False,True,False,True,False
avaliador_1,Na real tô muito feliz com as minhas fotos ,True,False,False,False,False,False,False,False,True,False
avaliador_1,"Boa noite, quem ainda não assistiu a 'Gente Chata' corre lá. Se inscreve no canal e deixa o like.  ",False,False,False,False,False,False,True,False,True,False
avaliador_1,Um jogo a — era bom saber quem és  ,False,False,False,False,False,False,True,False,False,True
avaliador_1, Não vejo notícias. A questão do castillo já expliquei ,False,False,False,False,False,False,True,True,False,False
avaliador_1,Provavelmente vou parar ao hospital ainda hoje pq afinal foi uma vespa que me picou e isto ainda não parou de inchar ,False,False,False,True,False,False,False,False,False,True
avaliador_1," Sou fetichista mesmo, pratico empatia o suficiente no meu dia a dia felizmente tenho plena consciência disso cmg mesma e não preciso provar para outros. Porém, sua disposição a debate claramente esta no ""não mudo meu pensamento sob qualquer hipótese"" P",False,True,False,False,False,False,False,False,True,False
avaliador_1," não querendo me meter mas ja me metendo, queria dizer que eu te entendo e que uma hora você vai se descobrir ",False,False,False,False,False,False,True,False,True,False
avaliador_1,vou ate comer uma pizza agora rs ,True,False,False,False,False,False,False,False,False,True
avaliador_1," Ela é maravilhosa mesmo! Algum dia, quem sabe, não tenhamos ",False,False,False,False,False,False,True,True,False,False
avaliador_1, Essa pança por pretos ainda no ar ahaah ,False,False,False,False,False,False,True,True,False,False
avaliador_1, Seguindo  vc e quem estiver nesse post ,False,False,False,False,False,False,True,False,False,True
avaliador_1,"Estou cheia de sono, qual será a probabilidade de adormecer e nem acordar para os festins ",False,False,False,False,False,False,True,False,True,False
avaliador_1,  Tu tá reforçando minha hipótese do amor de ,False,False,False,False,False,False,True,True,False,False
avaliador_1," Ô galera, vcs poderiam chamar o  pra participar, que fala muito sobre paternidade, desconstrução e também já lançou um livro. ",False,False,False,False,False,False,True,False,True,False
avaliador_1, esse gesto dela foi lindo demaissss ela ama tanto elas né? ´,True,False,False,False,False,False,False,False,True,False
avaliador_1,"  relativamente aos comboios é uma constante dos últimos 100 anos dizerem que estão para acabar. mas quando a economia bate na eficiência do contacto rodacarril, lá volta à vida ",False,False,False,False,False,True,False,False,False,True
avaliador_1,to felizona daqui a pouco vou ver minhas princesas ,True,False,False,False,False,False,False,False,True,False
avaliador_1," Ei, ajudamos mesmo! Manda aí! ",False,False,False,False,False,False,True,False,True,False
avaliador_1,"Além do mais este perfil vota na esquerda desde a primeira eleição dele, em 1996, e acredita que q autocrítica é fundamental ",False,False,False,False,False,False,True,True,False,False
avaliador_1,Biela vai vir aqui hj pra podermos terminar o documentário ,False,False,False,False,False,False,True,False,True,False
avaliador_1," ""silenciar esta conversa"" não deixa ",False,False,True,False,False,False,False,False,False,True
avaliador_1,Nao conheço nem metade ícones dms de ndaaa  ,False,False,False,False,False,True,False,False,False,True
avaliador_1,Preciso voltar a ser aquela pessoa fria que eu era uns tempos atrás ,False,False,True,False,False,False,False,False,False,True
avaliador_1, mew eh o próprio cc tlgd td dia ou acada 12h tem ,False,False,False,False,True,False,False,False,False,True
avaliador_1,"  O fio, marca eu em oq quiser, eh legal ",False,False,False,False,False,False,True,False,False,True
avaliador_1," No sábado talvez eu me ausente, é aniversário de mamãezinha  Mas no domingo eu quero muito beber uma, duas ou três cervejinhas! Ahahahahahahs",True,False,False,False,False,False,False,False,True,False
avaliador_1,"Saindo em alguns minutos no , nesse vídeo comparo brevemente Monster Hunter World e Generations Ultimate para ajudar vocês a escolherem qual jogar.  ",False,False,False,False,False,False,True,False,True,False
avaliador_1,tem uma pessoa que está bastante interessada em você  — Há controvérsias ,False,False,False,False,False,True,False,False,True,False
avaliador_1," Isto até logo à noite passame,não te preocupes ",False,False,False,False,False,False,True,False,True,False
avaliador_1,"acho q estou sozinha em casa, vou ver Disney Channel Forever ",False,False,False,False,False,False,True,False,True,False
avaliador_1,Por mais dias como o de hoje  @ Country Club de Maringá ,True,False,False,False,False,False,False,False,True,False
avaliador_1,"E é por isso, que nao tenho amigas ",False,False,True,False,False,False,False,False,True,False
avaliador_1,"Olá guria, curti você! Linda e interessante  — olá kkkk ",False,False,False,False,False,True,False,False,True,False
avaliador_1," Eu me sinto extremamente sozinho x, dai eu fico mt mal e n consigo literalmente fazer nada, nem assistir um filme ou algo do tipo, incluiindo encontrar amigos ou fazer coisas q n me deixem sozinho. É uma snow ball sabe. Mas ta td bem ",False,False,True,False,False,False,False,False,True,False
avaliador_1,"Pensei ""ah, vou fazer chá"". Botei água pra ferver. Passei trinta anos pra lembrar da água. Não tinha mais água. Boa noite ",False,False,False,False,False,True,False,False,False,True
avaliador_1, eu prefiro ser essa metamorfose ambulante ,False,False,False,False,False,False,True,False,True,False
avaliador_1," hum, sera que é esse mesmo?? ",False,False,False,False,False,True,False,False,True,False
avaliador_1, Que bom q vc conseguiu se decidir e optou pela opção q te deixaria ,True,False,False,False,False,False,False,False,True,False
avaliador_1,tudo tá dando certo pra mim esse ano ,True,False,False,False,False,False,False,False,True,False
avaliador_1,bem que dizem que o tempo mostra e diz muitas coisas ,False,False,False,False,False,True,False,False,True,False
avaliador_1," Boa noite. Como vai? Por gentileza, me informe o nome completo do titular, CPF e o número da linha com DDD na DM que eu já verifico o que aconteceu. Fico à disposição.  ",False,False,False,False,False,False,True,False,True,False
avaliador_1,resumo de friends 4º temporada rachel puta ross puto emily puta chandler  joey  monica  phoebe ,False,False,False,False,False,False,True,False,True,False
avaliador_1,TO ME SENTINDO TAO MELHOR AGR ,True,False,False,False,False,False,False,False,True,False
avaliador_1,"Dksk ur so fucking annoying, não te consigo entender tbh mas espero que um dia consiga. Mas ao menos fazes piadas fixes às vezes  ",False,False,False,False,False,False,True,False,True,False
avaliador_1, Engraçado não vi nenhum cabelo nessa ,False,False,False,False,False,True,False,False,True,False
avaliador_1,"Aos amigos que curtiram, comentaram eou compartilharam o novo video do YouTube, infelizmente eu tive que fazer um novo upload dele devido a uma falha minha com os créditos do artista. Por favor, recurtam, recomentem, e recompartilhem  E... ",False,False,True,False,False,False,False,False,True,False
avaliador_1,Primeiro festival que BUBA  Short film by Nini Cartaxo foi selecionado!  Cine Tamoio  Festival de Cinema de São Gonçalo muito obrigada!! O Festival acontece do dia 11 ao 14 de setembro!  ,True,False,False,False,False,False,False,False,True,False
avaliador_1, aaaaaaa eu tbm faço isso contigo ,False,False,False,False,False,True,False,False,False,True
avaliador_1,"  Só no teu sonho seu bot, tem q jogar muito p me golear ",False,False,False,False,True,False,False,False,False,True
avaliador_1,"taynara chegou na sala hj toda acabada olhou p mim e falou “hj eu estou só vc todos os dias, acordei e vim” ai agr q eu fui perceber q ela me chamou de acabada ",False,False,False,False,False,True,False,False,True,False
avaliador_1," somos rivais, olha só ISJAOIJS então, não, na verdade nã, só espero não demorar pra fazer amizades ",False,False,False,False,False,True,False,True,False,False
avaliador_1, Pistache é incrível! Noz pecan também ,True,False,False,False,False,False,False,False,True,False
avaliador_1,  um abraço errado. Literalmente.,False,False,True,False,False,False,False,False,False,True
avaliador_1,aula de ensino religioso e todo mundo pode mexer no celular ,False,False,False,False,True,False,False,False,False,True
avaliador_1, Eu tô falando dos empresários BILIONÁRIOS pra cima ,False,False,False,False,True,False,False,False,False,True
avaliador_1,"Malta do meu pelotão de férias no Algarve e eu aqui de fim de semana no Alentejo, que é exatamente a mesma coisa, só que mais ",True,False,False,False,False,False,False,False,True,False
avaliador_1,       e nós mais ainda por ter ajudado ,True,False,False,False,False,False,False,False,True,False
avaliador_1,Bem a minha mãe entrou no quarto e eu estava de tronco nu  probabilidade de ela ter visto os piercings? Espero que nula,False,False,False,True,False,False,False,False,True,False
avaliador_1," Pode comer pão de queijo com tudo que você quiser, é bom de qualquer jeito! ",True,False,False,False,False,False,False,False,False,True
avaliador_1,"você tava lindo hoje, como sempre  — Obrigado   ",False,False,False,False,False,True,False,False,False,True
avaliador_1,Hahahahaha!!! Caramba!!!! Não sou eu não  vou procurar conhecêlo depois! ,False,False,False,False,False,True,False,False,True,False
avaliador_1, vai no do eulina a medica eh minha mae p,False,False,False,False,False,False,True,False,True,False
avaliador_1,"Treininho de !! Prémio de tinistes uma cenoura, uma cebola e uma alface!! Já da para uma sopa!!  Está feito venho o próximo!!! ",False,False,False,False,False,False,True,False,True,False
avaliador_1,Meu caminho pelo mundo eu mesmo traço A Bahia já me deu régua e compasso Quem sabe de mim sou eu  aquele abraço! Continua lindo.  ,False,False,False,False,False,False,True,False,True,False
avaliador_1,"Gente, finalmente posso mostrar a fanart que fiz pra campanha da linda da  &lt3 Está tudo maravilhoso, dá pra ver o carinho e capricho em cada detalhe  Falta só um pouquinho pra bater a meta, então vão lá apoiar e compartilhar! ",True,False,False,False,False,False,False,False,True,False
avaliador_1,"se é muito linda , dormiu bem? — Ahh obrigada, dormi bem sim  ",False,False,False,False,True,False,False,False,False,True
avaliador_1,Ha pessoas que gostam mesmo de falar da minha vida  fans,False,True,False,False,False,False,False,False,True,False
avaliador_1, eu tenho o insta da minha irmã aberto mas a tua sorte é que não vou ver o que andas para aí a dizer à minha irmã ,False,True,False,False,False,False,False,False,True,False
avaliador_1,Como conseguiu ficar com a Yas? Gostaria de conseguir também p — yas é minha perceira rapá ,False,False,False,False,True,False,False,False,False,True
avaliador_1,"  mais abaixo, pelas rochas  que aqui não há rochas n praia ",False,False,False,False,False,False,True,True,False,False
avaliador_1,"obrigada viu,continue tbm perdendo tempo argumentando cmg  ",False,True,False,False,False,False,False,False,True,False
avaliador_1,Já imaginei a merda de noite q vou ter ,False,True,False,False,False,False,False,False,True,False
avaliador_1, Fique  &lt3 vai dar certo  se dê a chance,False,False,False,False,False,False,True,False,False,True
avaliador_1,Quando você já se decepcionou tanto que nem sente mais  ,False,False,True,False,False,False,False,False,True,False
avaliador_1," porra! mas xo explicar, quando eu tinha uns 10 anos, passava naruto no sbt todo dia e eu gostava. aí esses dias, tipo 11 anos depois, me deu vontade de assistir até o final  ao contrario de um pessoal na internet, não tenho preconceito com anime",False,False,False,False,True,False,False,False,False,True
avaliador_1,"Sim, bilhões de pessoas no mundo e só você nunca fez tal coisa ",False,False,False,False,True,False,False,False,False,True
avaliador_1,Qual é o seu animal espiritual? — piranha  ,False,False,False,False,False,True,False,True,False,False
avaliador_1,  Não se preocupe e que dê tudo certo com celular! ,False,False,False,False,False,False,True,True,False,False
avaliador_1,"Só vai ter mais att amanhã, prometo q as de amanhã serão maiores, ai a coisa começa mesmo rs ",False,False,False,False,False,False,True,False,True,False
avaliador_1," Fala rafa! To ligado que você curte o dotinha então acho que você iria gostar do nosso conteúdo!! Da um conferida no nosso canal, é o ! ",False,False,False,False,False,False,True,False,True,False
avaliador_1,Repitam comigo BTS NUNCA PLAGIOU NINGUÉM E NUNCA VAI VCS QUE SÃO INVEJOSAS  ,False,True,False,False,False,False,False,False,False,True
avaliador_1,"  Somos um portal, temos que dar informação aos nossos seguidores. ",False,False,False,False,False,False,True,False,True,False
avaliador_1,   Era pior se tivesse de partilhar clube com um benfiquista ou portista ,False,False,False,True,False,False,False,False,False,True
avaliador_1," Gente EU TAMBÉM????? Não tinha percebido até agora, porém ",False,False,False,False,False,True,False,False,True,False
avaliador_1, QUE NÃO É POSSÍVEL!!  O AUMENTO PENIANO ESTÁ AO SEU ALCANCE SIM!!  MÉTODO SEGURO E NATURAL ,False,False,False,False,False,False,True,False,False,True
avaliador_1,"Acabei de assistir o filme, agora eu to feliz ",True,False,False,False,False,False,False,False,True,False
avaliador_1, aaa o meu utt também é o nam ,False,False,False,False,False,False,True,True,False,False
avaliador_1," Eu pensei em Loona tbm hahahaha mas tu pode pegar essa ideia de signos e entrar naquelas listas ""coisas X pra cada signo"" daí teria uma música por mês, filme, livro, tudo ",False,False,False,False,False,False,True,False,False,True
avaliador_1, É igual a musiquinha que a nossa toca! Agora a  falou que ela não tá mais tocando não sei pq e a gente tá com saudade P,False,False,True,False,False,False,False,True,False,False
avaliador_1," putz, mas muito obrigado de qualquer jeito  vou ver se pago amanhã",False,False,False,False,False,True,False,False,False,True
avaliador_1,  Camisinha estoura. Espero ter ajudado ,False,False,False,False,False,False,True,True,False,False
avaliador_1," como disse no post original, os pontos não marcam pra onde a pessoa já viajou. Esse mapa fica num hostel, para que os hóspedes marquem de onde vieram. P",False,False,False,False,False,False,True,False,True,False
avaliador_1,incrível como tudo fica melhor com um abraço ,True,False,False,False,False,False,False,False,True,False
avaliador_1,"preciso fazer xixi, mas não quero levantar, sempre o mesmo dilema ",False,False,True,False,False,False,False,False,True,False
avaliador_1,"A festa começa às 23, agora são 21h.. que que eu faço? DURMO até as 2250 ",False,False,False,False,False,True,False,False,False,True
avaliador_1,"  ""Ten"" posso ajudar vc português ! ",False,False,False,False,False,False,True,False,False,True
avaliador_1, acordei com a minha mãe ainda chateada comigo ,False,False,True,False,False,False,False,False,False,True
avaliador_1,O seu cheirinho ainda está no pulso da minha blusa e eu adoro isso ,True,False,False,False,False,False,False,False,True,False
avaliador_1,       Não liguei muito a esse ,False,False,False,False,False,False,True,True,False,False
avaliador_1," Posso fazer seus trabalhos e tarefas, é só mandar o que quiser feito por DM e ir relaxar, de graça e claro ",False,False,False,False,False,False,True,False,True,False
avaliador_1,"Explique sua própria personalidade por sua conta e risco. Quanto mais você pergunta ou nega, e assim discursa, igualmente se compromete.  No  , ninguém liga. Somos ingê",False,False,False,False,False,False,True,False,True,False
avaliador_1,     e ela ganhou benefícios também já q rollin rollin ficou em 1º ,False,False,False,False,False,False,True,False,True,False
avaliador_1, Mentira Dreezy se ficou saboroso tá ótimo ,False,False,False,False,False,True,False,False,True,False
avaliador_1,"""Quem é amigo de verdade não deixa "" se fica vacilando muito, eles vão te deixa sim. — Poxa q pena ",False,False,False,False,True,False,False,False,False,True
avaliador_1," oiii, tô melhor sim!! o remédio ajudou e eu nao vomitei entao yay !!  mas cê tá bem? volta a mimir chu",True,False,False,False,False,False,False,False,True,False
avaliador_1, Aplica sim. Em camisas compradas na própria loja ,False,False,False,False,False,False,True,False,True,False
avaliador_1,Me senti tão engajada na reunião do gremio hj ,True,False,False,False,False,False,False,False,True,False
avaliador_1,"5. sabe aqueles dias em que você só tem vontade de escrever ""Bom dia. Que pena que acordei.""? então, até eu me sinto um pouco assim as vezes. mas aí eu lembro que eu tenho muito valor e sou muito grata por estar viva.  ps. você deveria tentar ",True,False,False,False,False,False,False,False,True,False
